BHK,project,Location,City,Total sqft,price_sqft,price in Lakh
2,NA,Airoli,Mumbai,1050,8095,85
2,Newa Garden IIAiroli,Airoli,Mumbai,1200,10833,130
2,Reputed Builder Alankar CHSAiroli,Airoli,Mumbai,1050,11904,125
1,NA,Dighe,Mumbai,750,11733,88
2,Gajra Bhoomi ColossaAiroli,Airoli,Mumbai,1250,12240,153
1,Reputed Builder Barkha ApartmentAiroli,Airoli,Mumbai,600,10833,65
1,Reputed Builder Barkha ApartmentAiroli,Airoli,Mumbai,600,10833,65
2,Reputed Builder Mercury TowerAiroli,Airoli,Mumbai,1150,10869,125
1,Lodha Majiwada Tower 1Thane West,Thane West,Mumbai,455,18681,85
1,NA,Thakurli,Mumbai,600,7333,44
1,NA,Thane West,Mumbai,660,7272,48
2,NA,Thane West,Mumbai,600,10500,63
2,NA,Thane West,Mumbai,900,10555,95
2,NA,Thane West,Mumbai,850,7294,62
1,Agarwal ParamountVirar,Virar,Mumbai,395,9896,39.09
1,NA,Thane West,Mumbai,530,7735,41
2,Agarwal ParamountVirar,Virar,Mumbai,492,10106,49.72
1,Agarwal ParamountVirar,Virar,Mumbai,396,9894,39.18
1,Agarwal ParamountVirar,Virar,Mumbai,393,9897,38.89
2,NA,Thane West,Mumbai,850,7294,62
1,Agarwal ParamountVirar,Virar,Mumbai,360,9899,35.63
1,Agarwal ParamountVirar,Virar,Mumbai,359,9896,35.52
3,Agarwal ParamountVirar,Virar,Mumbai,709,10114,71.71
1,Agarwal ParamountVirar,Virar,Mumbai,394,9892,38.97
1,NA,Thane West,Mumbai,640,9375,60
1,Agarwal ParamountVirar,Virar,Mumbai,370,9898,36.62
3,Agarwal ParamountVirar,Virar,Mumbai,685,10115,69.29
3,Agarwal ParamountVirar,Virar,Mumbai,788,9353,73.7
2,NA,Thane West,Mumbai,850,7411,63
2,Agarwal ParamountVirar,Virar,Mumbai,483,10103,48.79
1,Agarwal ParamountVirar,Virar,Mumbai,352,9895,34.83
2,Agarwal ParamountVirar,Virar,Mumbai,497,10103,50.21
1,Agarwal ParamountVirar,Virar,Mumbai,382,9897,37.8
2,Agarwal ParamountVirar,Virar,Mumbai,499,10101,50.4
1,Agarwal ParamountVirar,Virar,Mumbai,380,9892,37.58
1,Agarwal ParamountVirar,Virar,Mumbai,398,9891,39.37
1,Agarwal ParamountVirar,Virar,Mumbai,381,9892,37.69
3,Lodha VistaLower Parel,Lower Parel,Mumbai,1470,50748,746
2,Lodha VistaLower Parel,Lower Parel,Mumbai,737,50610,373
3,Lodha VistaLower Parel,Lower Parel,Mumbai,1474,50610,745
2,Lodha VistaLower Parel,Lower Parel,Mumbai,735,50748,373
2,Lodha VistaLower Parel,Lower Parel,Mumbai,676,47189,319
2,Roha Realty Roha VatikaKurla,Kurla,Mumbai,539,21892,118
3,Lodha VistaLower Parel,Lower Parel,Mumbai,1352,47337,640
1,Roha Realty Roha VatikaKurla,Kurla,Mumbai,444,22297,99
3,Lodha VistaLower Parel,Lower Parel,Mumbai,1385,46209,640
2,Roha Realty Roha VatikaKurla,Kurla,Mumbai,558,22043,123
2,Roha Realty Roha VatikaKurla,Kurla,Mumbai,512,22265,114
2,Lodha VistaLower Parel,Lower Parel,Mumbai,679,46980,319
1,Roha Realty Roha VatikaKurla,Kurla,Mumbai,439,22323,98
2,NA,Nilje Gaon,Mumbai,1503,6187,93
3,Lodha Palava Lakeshore GreensDombivali,Dombivali,Mumbai,1180,5762,68
1,NA,Palava,Mumbai,682,5131,35
3,Lodha Palava Lakeshore GreensDombivali,Dombivali,Mumbai,1180,5762,68
1,NA,Palava,Mumbai,682,5131,35
2,Lodha Palava Lakeshore GreensDombivali,Dombivali,Mumbai,1098,5555,61
1,NA,Nilje Gaon,Mumbai,585,5811,34
2,Lodha Palava Lakeshore GreensDombivali,Dombivali,Mumbai,981,4791,47
2,Lodha Casa Rio GoldDombivali,Dombivali,Mumbai,1503,5788,87
2,Lodha Casa RioDombivali,Dombivali,Mumbai,1044,5651,59
2,Lodha Casa BellaDombivali,Dombivali,Mumbai,864,5671,49
3,Lodha Casa RioDombivali,Dombivali,Mumbai,1098,6375,70
3,Lodha Palava Trinity A To CDombivali,Dombivali,Mumbai,1699,7651,130
3,Lodha Palava Serenity DDombivali,Dombivali,Mumbai,1699,7357,125
2,Lodha Casa RioDombivali,Dombivali,Mumbai,881,5107,45
3,NA,Dombivali East,Mumbai,1098,6921,76
2,NA,Koper Khairane,Mumbai,1000,9000,90
1,NA,Dombivali East,Mumbai,648,6712,43.5
1,NA,Koper Khairane,Mumbai,650,6923,45
3,Dosti Mezzo 22Sion,Sion,Mumbai,967,33712,326
2,Dosti Mezzo 22Sion,Sion,Mumbai,639,33646,215
3,Dosti Mezzo 22Sion,Sion,Mumbai,938,33688,316
2,Dosti Mezzo 22Sion,Sion,Mumbai,532,33646,179
2,SD Codename Hello EpicSewri,Sewri,Mumbai,605,41322,250
2,SD Codename Hello EpicSewri,Sewri,Mumbai,747,44712,334
3,Dosti Mezzo 22Sion,Sion,Mumbai,958,33716,323
2,SD Codename Hello EpicSewri,Sewri,Mumbai,781,43021,336
2,Dosti Mezzo 22Sion,Sion,Mumbai,662,33685,223
2,SD Codename Hello EpicSewri,Sewri,Mumbai,812,47906,389
3,Dosti Mezzo 22Sion,Sion,Mumbai,1194,33668,402
2,SD Codename Hello EpicSewri,Sewri,Mumbai,644,42236,272
2,Dosti Mezzo 22Sion,Sion,Mumbai,602,33720,203
2,SD Codename Hello EpicSewri,Sewri,Mumbai,611,43862,268
2,Dosti Eastern Bay Phase 1Wadala,Wadala,Mumbai,673,26894,181
3,Dosti Mezzo 22Sion,Sion,Mumbai,1334,33583,448
2,SD Codename Hello EpicSewri,Sewri,Mumbai,821,47746,392
3,Dosti Eastern Bay Phase 1Wadala,Wadala,Mumbai,965,27150,262
2,Dosti Mezzo 22Sion,Sion,Mumbai,698,33667,235
2,NA,Dombivali East,Mumbai,715,3776,27
1,NA,Dombivali East,Mumbai,495,3797,18.8
2,Shree EmpireDombivali,Dombivali,Mumbai,930,6000,55.8
1,Shree EmpireDombivali,Dombivali,Mumbai,635,5924,37.62
1,Shree Raj Uma ComplexDombivali,Dombivali,Mumbai,662,4984,33
1,Shree Jiyanshi PrideDombivali,Dombivali,Mumbai,410,5000,20.5
1,Dhanashree Devyani Galaxy B WingDombivali,Dombivali,Mumbai,620,4000,24.8
1,Dhanashree Devyani Galaxy B WingDombivali,Dombivali,Mumbai,400,4000,16
2,Shree Mangalmurti GalaxyDombivali,Dombivali,Mumbai,800,3999,31.99
1,Reputed Builder Dhanashree PrathamaDombivali,Dombivali,Mumbai,480,4583,22
2,Reputed Builder Dhanashree PrathamaDombivali,Dombivali,Mumbai,725,4551,33
1,Shree Mangalmurti GalaxyDombivali,Dombivali,Mumbai,515,4000,20.6
1,Reputed Builder Dhanashree PrathamaDombivali,Dombivali,Mumbai,350,4000,14
1,Satyam Developer Sundaram PlazaDombivali,Dombivali,Mumbai,495,3701,18.32
1,NA,Dombivli (West),Mumbai,510,6000,30.6
1,NA,Dombivali East,Mumbai,570,5500,31.35
1,Reputed Builder Dhanashree PrathamaDombivali,Dombivali,Mumbai,415,4457,18.5
1,NA,Dombivali East,Mumbai,515,4000,20.6
2,NA,Dombivali East,Mumbai,710,4000,28.4
1,NA,Dombivali East,Mumbai,545,4000,21.8
1,Ljtanna LJ Tanna PanoramaDombivali,Dombivali,Mumbai,629,5000,31.45
2,Dhanashree Devyani Galaxy B WingDombivali,Dombivali,Mumbai,830,4200,34.86
1,NA,Dombivali East,Mumbai,310,3870,12
2,NA,Dombivali East,Mumbai,770,3766,28.99
1,NA,Dombivali East,Mumbai,540,3888,21
1,Attractive HeightDombivali,Dombivali,Mumbai,615,4390,27
1,NA,Dombivali East,Mumbai,570,6140,35
1,Attractive HeightDombivali,Dombivali,Mumbai,575,3826,22
2,Satyam Developer Sundaram PlazaDombivali,Dombivali,Mumbai,795,4528,36
1,NA,Dombivali East,Mumbai,510,4117,21
1,NA,Dombivli (West),Mumbai,320,6250,20
3,NA,Bandra East,Mumbai,1300,34615,450
2,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,1155,9523,110
2,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,1155,9264,107
1,Reputed Builder AnantaMira Road East,Mira Road East,Mumbai,604,3825,23.1
3,Reputed Builder AnantaMira Road East,Mira Road East,Mumbai,1086,3824,41.53
2,Reputed Builder AnantaMira Road East,Mira Road East,Mumbai,851,3826,32.56
2,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,1155,9090,105
1,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,788,10152,80
1,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,788,9517,75
2,Radheya Sai EnclaveNaigaon East,Naigaon East,Mumbai,1025,4878,50
1,Rustomjee Virar Avenue L1 L2 And L4 Wing C And DVirar,Virar,Mumbai,331,10303,33.99
2,Rustomjee Virar Avenue L1 L2 And L4 Wing C And DVirar,Virar,Mumbai,512,8610,43.99
1,Kalina VillageSantacruz East,Santacruz East,Mumbai,650,20000,130
2,Bachraj LifespaceVirar,Virar,Mumbai,499,11249,56.13
1,Bachraj LifespaceVirar,Virar,Mumbai,347,10951,38
2,Bachraj LifespaceVirar,Virar,Mumbai,498,11244,56
3,NA,Santacruz East,Mumbai,1470,19727,290
1,Bachraj LifespaceVirar,Virar,Mumbai,373,10951,40.84
1,Lodha Majiwada Tower 1Thane West,Thane West,Mumbai,455,18681,85
1,NA,Thakurli,Mumbai,600,7333,44
1,NA,Kalwa,Mumbai,700,11142,78
2,NA,Kalwa,Mumbai,1100,11636,128
2,NA,Kalwa,Mumbai,945,8994,85
1,NA,Kalwa,Mumbai,675,10222,69
2,NA,Kalwa,Mumbai,950,10105,96
1,K Raheja Raheja ResidencyMalad East,Malad East,Mumbai,690,19565,135
3,NA,Goregaon East,Mumbai,1287,29448,379
1,NA,Goregaon East,Mumbai,575,15652,90
5,Goyal Lakshchandi HeightsGoregaon East,Goregaon East,Mumbai,2600,23076,600
2,Velentine Apartment 1 Wing DMalad East,Malad East,Mumbai,1050,14000,147
1,Velentine Apartment 1 Wing DMalad East,Malad East,Mumbai,600,16166,97
3,Jyoti SukritiGoregaon East,Goregaon East,Mumbai,1100,21818,240
2,Jyoti SukritiGoregaon East,Goregaon East,Mumbai,1000,20500,205
3,Reputed Builder RaghavMalad East,Malad East,Mumbai,1200,20416,245
3,Jyoti SukritiGoregaon East,Goregaon East,Mumbai,1100,21818,240
2,Jyoti SukritiGoregaon East,Goregaon East,Mumbai,1000,20500,205
3,Reputed Builder RaghavMalad East,Malad East,Mumbai,1200,20416,245
2,Sheth Vasant ValleyMalad East,Malad East,Mumbai,1000,18000,180
3,Dynamix AstrumMalad East,Malad East,Mumbai,1900,16842,320
2,Dynamix AstrumMalad East,Malad East,Mumbai,1050,18952,199
2,Prima Upper East 97Malad East,Malad East,Mumbai,1050,20952,220
2,JP DecksMalad East,Malad East,Mumbai,1050,18095,190
3,JP DecksMalad East,Malad East,Mumbai,2200,19090,420
2,Lakshachandi HeightsGoregaon East,Goregaon East,Mumbai,1050,20000,210
3,Prima Upper East 97Malad East,Malad East,Mumbai,1800,16666,300
2,K Raheja Raheja ResidencyMalad East,Malad East,Mumbai,1000,19000,190
3,Lakshachandi HeightsGoregaon East,Goregaon East,Mumbai,1700,18235,310
2,Sheth Vasant Valley Ivy TowerMalad East,Malad East,Mumbai,1050,22380,235
4,Sheth Vasant Valley Ivy TowerMalad East,Malad East,Mumbai,2000,22500,450
1,Puraniks Puraniks City Phase 1Thane West,Thane West,Mumbai,600,9166,55
2,ACME OzoneThane West,Thane West,Mumbai,800,13750,110
3,Sheth Auris Ilaria Tower BMalad West,Malad West,Mumbai,785,25350,199
3,Sheth Auris Ilaria Tower BMalad West,Malad West,Mumbai,787,26556,209
2,Sheth Auris Ilaria Tower BMalad West,Malad West,Mumbai,570,26491,151
2,Sheth Auris Ilaria Tower BMalad West,Malad West,Mumbai,578,26989,156
1,Sheth Auris Ilaria Tower BMalad West,Malad West,Mumbai,398,26381,105
2,Mahaavir Exotique Phase 1Taloja,Taloja,Mumbai,577,11915,68.75
1,Mahaavir Exotique Phase 1Taloja,Taloja,Mumbai,424,11438,48.5
2,Mahaavir Exotique Phase 1Taloja,Taloja,Mumbai,595,11848,70.5
2,Mahaavir Exotique Phase 1Taloja,Taloja,Mumbai,602,12126,73
3,Mahaavir Exotique Phase 1Taloja,Taloja,Mumbai,700,11035,77.25
4,Wadhwa PrabhadeviPrabhadevi,Prabhadevi,Mumbai,3250,44615,1450
2,Sugee SanskrutiWorli,Worli,Mumbai,1250,32000,400
3,Kesar Exotica Phase I Basement Plus Ground Plus Upper 14 FloorsKharghar,Kharghar,Mumbai,1515,10891,165
2,Kesar Exotica Phase I Basement Plus Ground Plus Upper 14 FloorsKharghar,Kharghar,Mumbai,1215,10288,125
2,NA,Kharghar,Mumbai,1215,10288,125
1,Luv Concept RiversideTaloja,Taloja,Mumbai,419,7136,29.89
2,Luv Concept RiversideTaloja,Taloja,Mumbai,585,7265,42.5
3,Neminath LuxeriaAndheri West,Andheri West,Mumbai,1600,14687,235
1,NA,Bhandup East,Mumbai,608,13486,82
1,NA,Kalwa,Mumbai,620,10000,62
1,NA,Kalwa,Mumbai,950,7368,70
1,NA,Kalwa,Mumbai,650,9230,60
1,HDIL Dheeraj Savera 1Borivali East,Borivali East,Mumbai,415,14457,60
2,Swaraj Homes Press Enclave Aarambh CHSSion,Sion,Mumbai,1445,9688,140
2,JP DecksMalad East,Malad East,Mumbai,1290,16279,210
2,DB WoodsGoregaon East,Goregaon East,Mumbai,1566,15964,250
1,Dharti PressidioKandivali West,Kandivali West,Mumbai,550,14727,81
2,Gurukrupa Marina EnclaveMalad West,Malad West,Mumbai,854,18501,158
2,Sheth Auris Serenity Tower 2Malad West,Malad West,Mumbai,1048,23664,248
3,Sheth Auris Serenity Tower 1Malad West,Malad West,Mumbai,1596,23872,381
1,NA,Malad West,Mumbai,210,15000,31.5
1,Reputed Builder Galaxy HeightsKandivali West,Kandivali West,Mumbai,450,11333,51
2,Royal OasisMalad West,Malad West,Mumbai,900,16111,145
1,Dharti PressidioKandivali West,Kandivali West,Mumbai,550,14363,79
2, Silicon ParkMalad West,Malad West,Mumbai,900,22222,200
1,NA,Malad West,Mumbai,350,14285,50
1,NA,Malad West,Mumbai,220,13863,30.5
1,NA,Malad West,Mumbai,350,14857,52
1,NA,Malad West,Mumbai,410,12560,51.5
1,NA,Malad West,Mumbai,300,19000,57
1,Reputed Builder New Mhada ColonyPowai,Powai,Mumbai,200,15500,31
1,Reputed Builder New Mhada TowersAndheri West,Andheri West,Mumbai,350,14285,50
1,Ruparel Optima Ph 1Kandivali West,Kandivali West,Mumbai,450,16444,74
3,Adhiraj MainlandKharghar,Kharghar,Mumbai,1600,8125,130
2,NA,Vikroli East,Mumbai,880,12500,110
1,NA,Vikroli East,Mumbai,570,14561,83
2,NA,Vikroli East,Mumbai,1120,15178,170
1,Reputed Builder Sai DeepVikroli East,Vikroli East,Mumbai,405,22222,90
1,NA,Vikroli East,Mumbai,530,14716,78
1,NA,Vikroli East,Mumbai,530,14339,76
1,NA,Bhandup East,Mumbai,608,13486,82
1,NA,Kalwa,Mumbai,620,10000,62
1,NA,Kalwa,Mumbai,950,7368,70
1,NA,Kalwa,Mumbai,650,9230,60
1,HDIL Dheeraj Savera 1Borivali East,Borivali East,Mumbai,415,14457,60
2,Swaraj Homes Press Enclave Aarambh CHSSion,Sion,Mumbai,1445,9688,140
2,JP DecksMalad East,Malad East,Mumbai,1290,16279,210
2,DB WoodsGoregaon East,Goregaon East,Mumbai,1566,15964,250
1,Dharti PressidioKandivali West,Kandivali West,Mumbai,550,14727,81
2,Gurukrupa Marina EnclaveMalad West,Malad West,Mumbai,854,18501,158
2,Sheth Auris Serenity Tower 2Malad West,Malad West,Mumbai,1048,23664,248
3,Sheth Auris Serenity Tower 1Malad West,Malad West,Mumbai,1596,23872,381
1,NA,Malad West,Mumbai,210,15000,31.5
1,Reputed Builder Galaxy HeightsKandivali West,Kandivali West,Mumbai,450,11333,51
2,Royal OasisMalad West,Malad West,Mumbai,900,16111,145
1,Dharti PressidioKandivali West,Kandivali West,Mumbai,550,14363,79
2, Silicon ParkMalad West,Malad West,Mumbai,900,22222,200
1,NA,Malad West,Mumbai,350,14285,50
1,NA,Malad West,Mumbai,220,13863,30.5
1,NA,Malad West,Mumbai,350,14857,52
1,NA,Malad West,Mumbai,410,12560,51.5
1,NA,Malad West,Mumbai,300,19000,57
1,Reputed Builder New Mhada ColonyPowai,Powai,Mumbai,200,15500,31
1,Reputed Builder New Mhada TowersAndheri West,Andheri West,Mumbai,350,14285,50
1,Ruparel Optima Ph 1Kandivali West,Kandivali West,Mumbai,450,16444,74
1,Reputed Builder New Mhada ColonyPowai,Powai,Mumbai,225,15555,35
2, Silicon ParkMalad West,Malad West,Mumbai,900,22222,200
2,Lodha WoodsKandivali East,Kandivali East,Mumbai,1051,18268,192
3,Lodha WoodsKandivali East,Kandivali East,Mumbai,1550,15677,243
1,Mahada New TowerMalad West,Malad West,Mumbai,420,12142,51
1,NA,Vichumbe,Mumbai,600,5500,33
2,NA,Vichumbe,Mumbai,898,5790,52
2,Neminath AvenueAndheri West,Andheri West,Mumbai,1225,16816,206
1,NA,Kalwa,Mumbai,680,9558,65
2,NA,Kalwa,Mumbai,1000,10200,102
2,NA,Kalwa,Mumbai,910,9670,88
2,NA,Kalwa,Mumbai,910,10769,98
1,NA,Kalwa,Mumbai,800,8750,70
2,NA,Kalwa,Mumbai,1000,9500,95
1,Sri Garden Avenue KVirar,Virar,Mumbai,725,5793,42
1,Sri Garden Avenue KVirar,Virar,Mumbai,725,5655,41
1,Sri Garden Avenue KVirar,Virar,Mumbai,725,5517,40
2,NA,Kalwa,Mumbai,850,10823,92
1,Poonam PallazoNala Sopara,Nala Sopara,Mumbai,550,4745,26.1
1,NA,Kalwa,Mumbai,675,9629,65
3,DB WoodsGoregaon East,Goregaon East,Mumbai,1995,22055,440
4,DB WoodsGoregaon East,Goregaon East,Mumbai,2800,20714,580
1,Raheja RidgewoodGoregaon East,Goregaon East,Mumbai,715,21678,155
2,NA,Kalwa,Mumbai,1000,9100,91
2,Shree Chamunda DamodarpriyaKharghar,Kharghar,Mumbai,595,19496,116
4,Kasturi RegiusKharghar,Kharghar,Mumbai,1271,19063,242
3,Kasturi RegiusKharghar,Kharghar,Mumbai,860,18953,163
2,Kasturi RegiusKharghar,Kharghar,Mumbai,635,19063,121
2,Krishna Residences Phase 1Andheri East,Andheri East,Mumbai,980,22448,220
2,Sri Garden Avenue KVirar,Virar,Mumbai,586,7686,45.03
1,Sri Garden Avenue KVirar,Virar,Mumbai,445,7674,34.14
2,Sri Garden Avenue KVirar,Virar,Mumbai,692,7659,53
1,Sri Garden Avenue KVirar,Virar,Mumbai,487,7597,36.99
3,Agarwal ParamountVirar,Virar,Mumbai,1285,6926,89
3,Agarwal ParamountVirar,Virar,Mumbai,1285,6836,87.85
3,Lodha FiorenzaGoregaon East,Goregaon East,Mumbai,1690,23372,395
2,Agarwal ParamountVirar,Virar,Mumbai,980,5918,58
2,Agarwal ParamountVirar,Virar,Mumbai,980,5816,57
1,Agarwal ParamountVirar,Virar,Mumbai,730,5753,42
1,Agarwal ParamountVirar,Virar,Mumbai,730,5684,41.5
1,Agarwal ParamountVirar,Virar,Mumbai,730,5616,41
2,Agarwal SolitaireVirar,Virar,Mumbai,980,5306,52
2,Agarwal SolitaireVirar,Virar,Mumbai,980,5255,51.5
1,Agarwal SolitaireVirar,Virar,Mumbai,715,5524,39.5
1,Agarwal SolitaireVirar,Virar,Mumbai,715,5454,39
1,Agarwal SolitaireVirar,Virar,Mumbai,715,5384,38.5
3,Group Rushi HeightsMalad East,Malad East,Mumbai,1390,18705,260
2,Shapoorji Pallonji Joyville Virar Phase 1Virar,Virar,Mumbai,1075,6511,70
1,Shapoorji Pallonji Joyville Virar Phase 1Virar,Virar,Mumbai,745,6577,49
1,Shapoorji Pallonji Joyville Virar Phase 1Virar,Virar,Mumbai,745,6510,48.5
2,Shapoorji Pallonji Joyville Virar Phase 1Virar,Virar,Mumbai,1075,6372,68.5
1,Shapoorji Pallonji Joyville Virar Phase 1Virar,Virar,Mumbai,745,6442,48
1, Silicon ParkMalad West,Malad West,Mumbai,600,14666,88
1,Reputed Builder New Bhomi Park 2Malad West,Malad West,Mumbai,600,15000,90
1,Reputed Builder New Mhada ColonyPowai,Powai,Mumbai,200,15000,30
1,Reputed Builder New Mhada ColonyPowai,Powai,Mumbai,225,14666,33
1,Mahada New TowerMalad West,Malad West,Mumbai,410,12439,51
1,Reputed Builder New Mhada ColonyPowai,Powai,Mumbai,225,13777,31
2,Rustomjee MeridianKandivali West,Kandivali West,Mumbai,900,16111,145
1,Reputed Builder New Mhada ColonyPowai,Powai,Mumbai,225,15111,34
1,NA,Malad West,Mumbai,225,13111,29.5
1,NA,Kandivali West,Mumbai,395,13417,53
2,Omkar Alta MonteMalad East,Malad East,Mumbai,1395,16129,225
2,NA,Vichumbe,Mumbai,1100,6363,70
1,Gurukrupa Marina EnclaveMalad West,Malad West,Mumbai,600,16333,98
2,Gurukrupa Marina EnclaveMalad West,Malad West,Mumbai,852,18192,155
1,Pooja EnclaveKandivali West,Kandivali West,Mumbai,600,14666,88
1,Abhigna Avirahi HeightsMalad West,Malad West,Mumbai,650,14153,92
1,Mahada New TowerMalad West,Malad West,Mumbai,450,11111,50
1,Niketan Bliss Niketan CHSKandivali West,Kandivali West,Mumbai,550,16363,90
1,Niketan Bliss Niketan CHSKandivali West,Kandivali West,Mumbai,550,16545,91
2,Wadhwa Wise CityPanvel,Panvel,Mumbai,538,9665,52
1,Wadhwa Wise CityPanvel,Panvel,Mumbai,387,9689,37.5
2,Wadhwa Wise CityPanvel,Panvel,Mumbai,482,9958,48
1,NA,Kharodi,Mumbai,225,13333,30
1,NA,Kharodi,Mumbai,225,13333,30
1,Reputed Builder New Mhada ColonyPowai,Powai,Mumbai,225,14000,31.5
1,Reputed Builder Ridhi SidhiMalad West,Malad West,Mumbai,225,13333,30
1,NA,Malad West,Mumbai,300,18333,55
1,Reputed Builder New Bhomi Park 2Malad West,Malad West,Mumbai,650,13538,88
1,NA,Malad West,Mumbai,350,14857,52
1,Gurukrupa Marina EnclaveMalad West,Malad West,Mumbai,600,15333,92
1,NA,Kandivali West,Mumbai,300,12666,38
1,NA,Kandivali West,Mumbai,370,13513,50
1,NA,Malad West,Mumbai,200,14500,29
2,Abhigna Avirahi HeightsMalad West,Malad West,Mumbai,850,15882,135
2,Abhigna Avirahi HeightsMalad West,Malad West,Mumbai,865,15953,138
1,Reputed Builder Chatrapati Shivaji Raje ComplexKandivali West,Kandivali West,Mumbai,340,12941,44
2,Gurukrupa Marina EnclaveMalad West,Malad West,Mumbai,890,18539,165
1,Abhigna Avirahi HeightsMalad West,Malad West,Mumbai,650,14153,92
1,Abhigna Avirahi HeightsMalad West,Malad West,Mumbai,620,14516,90
1,Mahada New TowerMalad West,Malad West,Mumbai,250,12000,30
1,NA,Malad West,Mumbai,400,13750,55
1,Mahada New TowerMalad West,Malad West,Mumbai,370,15675,58
1,Reputed Builder LibraMalad West,Malad West,Mumbai,450,15555,70
1,Abhigna Avirahi HeightsMalad West,Malad West,Mumbai,625,14240,89
3,K Raheja HeightsMalad East,Malad East,Mumbai,1480,18918,280
1,NA,Shahapur,Mumbai,780,3205,25
1,Navkar City Phase 1 And 2Naigaon East,Naigaon East,Mumbai,610,5573,34
2,Saptashree Green Acres IIThane West,Thane West,Mumbai,750,12266,92
3,Hiranandani AvalonPowai,Powai,Mumbai,1440,37152,535
3,Hiranandani Garden EldoraPowai,Powai,Mumbai,1440,29861,430
2,Mayfair The ViewVikhroli,Vikhroli,Mumbai,1020,13725,140
2,Lodha FiorenzaGoregaon East,Goregaon East,Mumbai,1390,20143,280
2,Satellite Satellite TowerGoregaon East,Goregaon East,Mumbai,1400,17142,240
2,Aurum Q Residences R1Ghansoli,Ghansoli,Mumbai,1200,13750,165
2,L And T Seawoods Opal At West SquareSeawoods,Seawoods,Mumbai,1350,15555,210
2,NA,Kalwa,Mumbai,1100,11545,127
1,Unicorn Unicorn Global ArenaNaigaon East,Naigaon East,Mumbai,560,4642,26
1,Rashmi Star CityNaigaon East,Naigaon East,Mumbai,600,3833,23
1,NA,Naigaon East,Mumbai,500,4000,20
1,Maad Maad Yashwant Pride IINaigaon East,Naigaon East,Mumbai,540,4537,24.5
3,Nahar 8 TowersPowai,Powai,Mumbai,1363,21863,298
3,Nahar Yarrow Yucca VincaPowai,Powai,Mumbai,1365,19413,265
3,NA,Powai,Mumbai,1650,16666,275
2,Red Stone Saifee ParkByculla,Byculla,Mumbai,1315,34980,460
1,NA,Mazgaon,Mumbai,650,27692,180
1,NA,Mazgaon,Mumbai,600,28333,170
2,NA,Mumbai Central,Mumbai,870,43678,280
3,Atul Wallace FortunaMazagaon,Mazagaon,Mumbai,1800,34333,618
2,Reputed Builder Sterling TowerMazgaon,Mazgaon,Mumbai,920,40108,369
2,NA,Agripada,Mumbai,975,37743,368
2,Red Stone Saifee ParkByculla,Byculla,Mumbai,1650,26969,445
4,NA,Mazgaon,Mumbai,2250,48888,1100
3,NA,Agripada,Mumbai,1020,36274,370
4,Nathani HeightsAgripada,Agripada,Mumbai,3500,28885,10.11
1,Reputed Builder Sarkar ResidencyByculla,Byculla,Mumbai,850,26470,225
2,Rapid Maimoon TowerByculla,Byculla,Mumbai,720,32916,237
3,Nathani HeightsAgripada,Agripada,Mumbai,1350,49629,670
